DocNumber;ProductDesignation
0110004652018;EGG FRIED RICE
0110004652018;MIX VEG
0110004652018;MINERAL WATER 1.5LT
0110004652018;MINERAL WATER 1.5LT
0110004652018;AGIOS OUNOFRIOS RED
0110004652018;KEO
0110004652018;AGIOS OUNOFRIOS RED
0110004652018;TOFFEE BANANA ICECREAM
0110004652018;TOFFEE BANANA ICECREAM
0110004662018;SPRING ROLL
0110004662018;CALIFORNIA MAKI
0110004662018;PHILADELPHIA MAKI
0110004662018;TEMPURA MAKI
0110004662018;LEMON CHICKEN
0110004662018;EGG FRIED RICE
0110004662018;MINERAL WATER 1.5LT
0110004662018;MATEUS 37.5CL
0110004662018;SWEET SOUR CHICKEN
0110004662018;TEMPURA MAKI
0110004672018;PALAK PANEER
0110004672018;JIRA PULAO
0110004672018;CARRAT HALWA
0110004682018;VEG RICE
0110004682018;MIX VEG OYSTER
0110004682018;CHICKEN CASHEW NUTS
0110004682018;BEEF WITH GINGER
0110004682018;FANTA
0110004682018;COKE
0110004702018;1/6 DUCK
0110004702018;SWEET SOUR CHICKEN
0110004702018;BEEF BBS
0110004702018;EGG FRIED RICE
0110004702018;FANTA
0110004712018;1/4 DUCK
0110004712018;LEMON CHICKEN
0110004712018;EGG FRIED RICE
0110004712018;MIXED PLATTER SUSHI
0110004712018;MINERAL WATER 1.5LT
0110004722018;CHICKEN SATAY
0110004722018;1/4 DUCK
0110004722018;SPECIAL MONTPARNASSE RICE
0110004722018;SWEET SOUR PORK
0110004722018;MINERAL WATER 1.5LT
0110004722018;CHINESE BEER 33CL
0110004722018;CHICKEN SATAY
0110004722018;FOOD
0110004722018;TOFFEE BANANA COMPLEMENTARY
0110004732018;MINERAL WATER 1.5LT
0110004732018;INDIAN BUFFET
0110004742018;INDIAN BUFFET
0110004742018;APPLE JUICE
0110004742018;CARLSBERG 33CL
0110004752018;CHICK KORMA KASHMIRI
0110004752018;EGG FRIED RICE
0110004752018;PESHWARI NAAN
0110004752018;SPRITE
0110004752018;COKE
0110004762018;EGG FRIED RICE
0110004762018;SWEET SOUR CHICKEN
0110004762018;BEEF BBS
0110004762018;PRAWNS OYSTER SAUCE
0110004762018;MINERAL WATER 1.5LT
0110004772018;INDIAN BUFFET
0110004772018;NOODLES WITH MEAT
0110004772018;TEMPURA MAKI
0110004772018;CALIFORNIA MAKI
0110004772018;PHILADELPHIA MAKI
0110004772018;IMPORTED BEER 33CL
0110004772018;MINERAL WATER 1.5LT
0110004782018;TANDOORI CHICK 1/2
0110004782018;ROTI
0110004782018;YELLOW DAL DHABA
0110004782018;SPIRITS 5CL
0110004792018;SWEET SOUR CHICKEN
0110004792018;CHICKEN MIXED VEGETABLES
0110004792018;1/4 DUCK
0110004792018;EGG FRIED RICE
0110004792018;MINERAL WATER 1.5LT
0110004792018;MATEUS 37.5CL
0110004802018;NOODLES MUSHROOM SOUP
0110004802018;SALMON MAKI
0110004802018;CUCUMBER MAKI
0110004802018;CALIFORNIA MAKI
0110004802018;1/6 DUCK
0110004802018;EGG FRIED RICE
0110004802018;NOODLES WITH MEAT
0110004802018; NO MEAT
0110004802018;BEEF BBS
0110004802018;PORK OYSTER SAUCE
0110004802018;MINERAL WATER 1.5LT
0110004802018;PETRITIS KYPEROUNDA
0110004802018;TOFFEE BANANA COMPLEMENTARY
0110004812018;TANDOORI CHICK WHOLE
0110004812018;ONION BADJI
0110004812018;1/4 DUCK
0110004812018;JIRA PULAO
0110004812018;MALAI MANGO CHICK
0110004812018;MEEN MOILEE
0110004812018;ALOO BAINGAN
0110004812018;PANEER MAKHNI
0110004812018;NAAN
0110004812018;BABY PORK
0110004812018;BEEF BBS
0110004812018;EGG FRIED RICE
0110004812018;KEO
0110004812018;APPLE JUICE
0110004812018;APPLE JUICE
0110004812018;MINERAL WATER 1.5LT
0110004812018;DRY FRUIT SAFFRON
0110004812018;TOFFEE BANANA COMPLEMENTARY
0110004822018;MIX VEG
0110004822018;MIX VEG
0110004822018;BEEF BBS
0110004822018;PORK BBS
0110004822018;CHICKEN OYSTER SAUCE
0110004822018;NOODLES BEAN SPROUTS
0110004822018;MINERAL WATER 1.5LT
0110004822018;KEO
0110004822018;ZIVANIA 20CL
0110004832018;SPRING ROLL
0110004832018;1/6 DUCK
0110004832018;SWEET SOUR CHICKEN
0110004832018;STEAMED RICE
0110004832018;NOODLES BEAN SPROUTS
0110004832018;CARLSBERG 33CL
0110004832018;MINERAL WATER 1.5LT
0110004832018;CARLSBERG 33CL
0110004842018;MINERAL WATER 1.5LT
0110004842018;EGG FRIED RICE
0110004842018;LEMON CHICKEN
0110004842018;CHICK TIKKA MASALA
0110004852018;SPRING ROLL
0110004852018;1/6 DUCK
0110004852018;CHICKEN OYSTER SAUCE
0110004852018;CHICKEN CASHEW NUTS
0110004852018;LEMON CHICKEN
0110004852018;VEG BBS
0110004852018;STEAMED RICE
0110004852018;EGG FRIED RICE
0110004852018;NOODLES BEAN SPROUTS
0110004852018;MINERAL WATER 1.5LT
0110004862018;SEAWEED
0110004862018;1/6 DUCK
0110004862018;BABY PORK
0110004862018;SWEET SOUR CHICKEN
0110004862018;EGG FRIED RICE
0110004862018;MINERAL WATER 1.5LT
0110004872018;DRAGON MAKI
0110004872018;SALMON MAKI
0110004872018;TIN JIAN STYLE CHICKEN
0110004872018;PRAWNS MIXED VEG
0110004872018;BEEF PEPPER SAUCE
0110004872018;EGG FRIED RICE
0110004872018;MINERAL WATER 1.5LT
0110004872018;CARLSBERG 33CL
0110004882018;MINERAL WATER 1.5LT
0110004882018;ORANGE JUICE
0110004882018;PERRIER
0110004882018;COKE ZERO
0110004882018;HOT AND SOUR SOUP
0110004882018;VEG RICE
0110004882018;MIX VEG OYSTER
0110004882018;TEMPURA MAKI
0110004882018;SALMON SASHIMI
0110004882018;SALT PEPPER SQUID
0110004882018;CHICK TIKKA MASALA
0110004882018;LAMB ROGAN JOSH
0110004882018;BUTTER CHICKEN
0110004882018;YELLOW DAL DHABA
0110004882018;JIRA PULAO
0110004882018;COKE ZERO
0110004882018;DIET COKE
0110004882018;COKE ZERO
0110004882018;TOFFEE BANANA COMPLEMENTARY
0110004882018;COFFEE COMPLIMENTARY
0110004892018;CROUCHING TIGER
0110004892018;CHICK TIKKA MASALA
0110004892018;STEAMED RICE
0110004892018;BEEF OYSTER SAUCE
0110004892018;MINERAL WATER 1.5LT
0110004892018;KEO
0110004892018;GLASS RED WINE
0110004902018;SESAME PRAWNS
0110004902018;NOODLES WITH MEAT
0110004902018;CHICKEN OYSTER SAUCE
0110004902018;COKE ZERO
0110004902018;MINERAL WATER 1.5LT
0110004902018;BEEF BBS
0110004902018;TOFFEE BANANA COMPLEMENTARY
0110004912018;SWEETCORN SOUP
0110004912018;1/4 DUCK
0110004912018;LEMON CHICKEN
0110004912018;EGG FRIED RICE
0110004912018;BABY PORK
0110004912018;MINERAL WATER 1.5LT
0110004912018;SPRITE
0110004912018;CHATEAU LAZARIDES RED
0110004912018;BEEF BBS
0110004912018;EGG FRIED RICE
0110004912018;TOFFEE BANANA COMPLEMENTARY
0110004922018;SPRING ROLL
0110004922018;MINERAL WATER 1.5LT
0110004922018;MALAI MANGO CHICK
0110004922018;CHICK TIKKA BHUNA
0110004922018;CHICK KORMA KASHMIRI
0110004922018;NAAN
0110004922018;STEAMED RICE
0110004922018;ORANGE JUICE
0110004922018;TONIC
0110004922018;SPRITE
0110004922018;TONIC
0110004922018;ESPRESSO
0110004932018;EGG FRIED RICE
0110004932018;SWEET SOUR CHICKEN
0110004932018;BEEF BBS
0110004932018;BABY PORK
0110004932018;CHICKEN OYSTER SAUCE
0110004932018;MINERAL WATER 1.5LT
0110004932018;EGG FRIED RICE
0110004932018;SWEET SOUR CHICKEN
0110004932018;CHICKEN OYSTER SAUCE
0110004932018;MINERAL WATER 1.5LT
0110004932018;COKE ZERO
0110004932018;TOFFEE BANANA COMPLEMENTARY
0110004942018;TOFFEE BANANA COMPLEMENTARY
0110004952018;SPRING ROLL
0110004952018;1/4 DUCK
0110004952018;EGG FRIED RICE
0110004952018;LEMON CHICKEN
0110004952018;SWEET SOUR CHICKEN
0110004952018;CHICKEN CASHEW NUTS
0110004952018;BEEF OYSTER SAUCE
0110004952018;MINERAL WATER 1.5LT
0110004952018;BOUTARI MOSCHOFILERO WHITE
0110004952018;TOFFEE BANANA COMPLEMENTARY
0110004962018;1/4 DUCK
0110004962018;LEMON CHICKEN
0110004962018;STEAMED RICE
0110004962018;MINERAL WATER 1.5LT
0110004962018;MAKKAS ROSE
0110004972018;SPRING ROLL
0110004972018;SESAME PRAWNS
0110004972018;CHICKEN TIKKA
0110004972018;WHOLE DUCK
0110004972018;CHICKEN VINDALOO
0110004972018;BEEF BBS
0110004972018;SWEET SOUR PORK
0110004972018;LEMON CHICKEN
0110004972018;VEG BBS
0110004972018;EGG FRIED RICE
0110004972018;SPICY NOODLES
0110004972018;NOODLES WITH MEAT
0110004972018; NO MEAT
0110004972018;PETRITIS KYPEROUNDA
0110004972018;ANDESITIS RED
0110004972018;MINERAL WATER 1.5LT
0110004972018;WHISKY 5CL
0110004972018;J.WALKER RED
0110004972018;ANDESITIS RED
0110004972018;SESAME PRAWNS
0110004972018;FOOD
0110004972018;COFFEE COMPLIMENTARY
0110004972018;TOFFEE BANANA COMPLEMENTARY
0110004972018;MINERAL WATER 1.5LT
0110004972018;COFFEE COMPLIMENTARY
0110004972018;COFFEE COMPLIMENTARY
0110004982018;SALT PEPPER SQUID
0110004982018;SPRING ROLL
0110004982018;SESAME PRAWNS
0110004982018;WHOLE DUCK
0110004982018;BABY PORK
0110004982018;SWEET SOUR PORK
0110004982018;SWEET SOUR CHICKEN
0110004982018;BEEF BBS
0110004982018;LEMON CHICKEN
0110004982018;NOODLES WITH MEAT
0110004982018; NO MEAT
0110004982018;EGG FRIED RICE
0110004982018;STEAMED RICE
0110004982018;COKE ZERO
0110004982018;MINERAL WATER 1.5LT
0110004982018;PETRITIS KYPEROUNDA
0110004982018;MINERAL WATER 1.5LT
0110004982018;COKE ZERO
0110004982018;TOFFEE BANANA COMPLEMENTARY
0110004992018;AVOCADO MAKI
0110004992018;STEAMED RICE
0110004992018;CHICKEN MIXED VEGETABLES
0110004992018;MINERAL WATER 1.5LT
0110004992018;LEMON CHICKEN
0110005002018;SPRING ROLL
0110005002018;SESAME PRAWNS
0110005002018;SEAWEED
0110005002018;PRAWNS WITH GINGER
0110005002018;EGG FRIED RICE
0110005002018;SWEET SOUR PRAWNS
0110005002018;MINERAL WATER 1.5LT
0110005012018;BIBLIA CHORA WHITE
0110005022018;SPRING ROLL
0110005022018;1/6 DUCK
0110005022018;SWEET SOUR CHICKEN
0110005022018;CHICK TIKKA MASALA
0110005022018;NOODLES WITH MEAT
0110005022018; NO MEAT
0110005022018;EGG FRIED RICE
0110005022018;MINERAL WATER 1.5LT
0110005022018;BOUTARI MOSCHOFILERO WHITE
0110005032018;VASSILIKON XYNISTERI
0110005042018;MINERAL WATER 1.5LT
0110005042018;PERRIER
0110005042018;LEMON CHICKEN
0110005042018;BUFFET SUSHI
0110005042018;COKE
0110005042018;COKE
0110005042018;MINERAL WATER 1.5LT
0110005042018;MINERAL WATER 1.5LT
0110005042018;MINERAL WATER 1.5LT
0110005052018;BUFFET SUSHI
0110005052018;MINERAL WATER 1.5LT
0110005052018;KEO
0110005052018;CARLSBERG 33CL
0110005052018;TOFFEE BANANA COMPLEMENTARY
0110005062018;BUFFET SUSHI
0110005062018;GLASS WHITE WINE
0110005062018;MINERAL WATER 1.5LT
0110005072018;BUFFET SUSHI
0110005072018;FOOD
0110005072018;COKE
0110005072018;7UP
0110005072018;MINERAL WATER 1.5LT
0110005072018;1/4 DUCK
0110005082018;BUFFET SUSHI
0110005082018;GLASS WINE ROSE
0110005082018;MINERAL WATER 1.5LT
0110005082018;GLASS WINE ROSE
0110005092018;MINERAL WATER 1.5LT
0110005092018;BUFFET SUSHI
0110005102018;BUFFET SUSHI
0110005102018;LEMON CHICKEN
0110005102018;MINERAL WATER 1.5LT
0110005102018;7UP
0110005102018;7UP
0110005112018;BUFFET SUSHI
0110005112018;MINERAL WATER 1.5LT
0110005112018;COKE ZERO
0110005112018;BUFFET SUSHI
0110005112018;TOFFEE BANANA COMPLEMENTARY
0110005122018;BUFFET SUSHI
0110005122018;MINERAL WATER 1.5LT
0110005122018;TOFFEE BANANA COMPLEMENTARY
0110005132018;BUFFET SUSHI
0110005132018;MINERAL WATER 1.5LT
0110005132018;PETRITIS KYPEROUNDA
0110005142018;BUFFET SUSHI
0110005142018;MINERAL WATER 1.5LT
0110005152018;BUFFET SUSHI
0110005152018;FOOD
0110005152018;COKE ZERO
0110005152018;COKE
0110005152018;7UP
0110005152018;MINERAL WATER 1.5LT
0110005152018;APPLE JUICE
0110005162018;MINERAL WATER 1.5LT
0110005162018;BUFFET SUSHI
0110005162018;COKE ZERO
0110005162018;SODA
0110005162018;SODA
0110005172018;BUFFET SUSHI
0110005172018;BOUTARI MOSCHOFILERO WHITE
0110005172018;MINERAL WATER 1.5LT
0110005172018;MINERAL WATER 1.5LT
0110005182018;BUFFET SUSHI
0110005182018;EVAMBELOS RED
0110005182018;PERRIER
0110005182018;MINERAL WATER 1.5LT
0110005182018;TOFFEE BANANA COMPLEMENTARY
0110005192018;MINERAL WATER 1.5LT
0110005192018;PETRITIS KYPEROUNDA
0110005192018;COKE ZERO
0110005192018;SODA
0110005192018;BUFFET SUSHI
0110005192018;PETRITIS KYPEROUNDA
0110005192018;COKE ZERO
0110005192018;TOFFEE BANANA COMPLEMENTARY
0110005202018;BUFFET SUSHI
0110005202018;MINERAL WATER 1.5LT
0110005202018;MINERAL WATER 1.5LT
0110005202018;TOFFEE BANANA COMPLEMENTARY
0110005212018;TOFFEE BANANA COMPLEMENTARY
0110005222018;BUFFET SUSHI
0110005222018;MINERAL WATER 1.5LT
0110005222018;DIET SPRITE
0110005222018;SPRITE
0110005222018;MINERAL WATER 1.5LT
0110005222018;TOFFEE BANANA COMPLEMENTARY
0110005232018;BUFFET SUSHI
0110005232018;MINERAL WATER 1.5LT
0110005232018;COKE
0110005232018;MINERAL WATER 1.5LT
0110005242018;BUFFET SUSHI
0110005242018;MINERAL WATER 1.5LT
0110005242018;DRINK
0110005242018;FOOD
0110005242018;MINERAL WATER 1.5LT
0110005242018;MINERAL WATER 1.5LT
0110005242018;TOFFEE BANANA COMPLEMENTARY
0110005242018;LYCHEES COMPLIMENTARY
0110005252018;BUFFET SUSHI
0110005252018;COKE ZERO
0110005252018;COKE ZERO
0110005252018;COKE ZERO
0110005252018;TOFFEE BANANA COMPLEMENTARY
0110005262018;SPRING ROLL
0110005262018;SALT PEPPER PRAWNS
0110005262018;SESAME PRAWNS
0110005262018;WHOLE DUCK
0110005262018;LEMON CHICKEN
0110005262018;SWEET SOUR CHICKEN
0110005262018;BEEF PEPPER SAUCE
0110005262018;BABY PORK
0110005262018;PRAWNS OYSTER SAUCE
0110005262018;VEG RICE
0110005262018;EGG FRIED RICE
0110005262018;NOODLES WITH MEAT
0110005262018;FRASCATI DI PAPA WHITE
0110005262018;MINERAL WATER 1.5LT
0110005262018;FRASCATI DI PAPA WHITE
0110005262018;TOFFEE BANANA COMPLEMENTARY
0110005272018;BUFFET SUSHI
0110005272018;MINERAL WATER 1.5LT
0110005272018;BIBLIA CHORA WHITE
0120000532018;BUFFET SUSHI
0120000532018;7UP
0120000532018;MINERAL WATER 1.5LT
0120000542018;BUFFET SUSHI
0120000542018;PERSEFONI KOLIOS WHITE
0120000542018;MINERAL WATER 1.5LT
0120000542018;MINERAL WATER 1.5LT
0120000542018;TOFFEE BANANA COMPLEMENTARY

